Utility,City,Province,Monthly_Charge_($),Energy_Charges_Block_1_Limit_(MJ),Energy_Charges_Block_1_Rate_($),Energy_Charges_Block_2_Limit_(MJ),Energy_Charges_Block_2_Rate_($),Energy_Charges_Block_3_Limit_(MJ),Energy_Charges_Block_3_Rate_($),Energy_Charges_Block_4_Limit_(MJ),Energy_Charges_Block_4_Rate_($),Energy_Charges_Block_5_Rate_($),Demand_Charges_Block_1_Limit_(MJ_per_hr),Demand_Charges_Block_1_Rate_($),Demand_Charges_Block_2_Limit_(MJ_per_hr),Demand_Charges_Block_2_Rate_($),Demand_Charges_Block_3_Limit_(MJ_per_hr),Demand_Charges_Block_3_Rate_($),Demand_Charges_Block_4_Limit_(MJ_per_hr),Demand_Charges_Block_4_Rate_($),Demand_Charges_Block_5_Rate_($)
Delivery,  Mont Joli_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Nitchequon_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Resolute_NU_CAN,Nunavut,0.0,1.0,0.037657,2.0,0.037657,3.0,0.037657,4.0,0.037657,0.037657,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sable Island_NS_CAN,Nova Scotia,0.0,1.0,0.0288,2.0,0.0288,3.0,0.0288,4.0,0.0288,0.0288,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Schefferville_PQ_CAN,Quebec,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sept-Iles_PQ_CAN,Quebec,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  St John's_NF_CAN,Newfoundland,0.0,1.0,0.024167,2.0,0.024167,3.0,0.024167,4.0,0.024167,0.024167,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Stephenville_NF_CAN,Newfoundland,0.0,1.0,0.024167,2.0,0.024167,3.0,0.024167,4.0,0.024167,0.024167,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Sydney_NS_CAN,Nova Scotia,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  The Pas_MB_CAN,Manitboa,0.0,1.0,0.027486,2.0,0.027486,3.0,0.027486,4.0,0.027486,0.027486,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Truro_NS_CAN,Nova Scotia,0.0,1.0,0.02356,2.0,0.02356,3.0,0.02356,4.0,0.02356,0.02356,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Val d'Or_PQ_CAN,Quebec,0.0,1.0,0.029057,2.0,0.029057,3.0,0.029057,4.0,0.029057,0.029057,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
Delivery,  Whitehorse_YT_CAN,Yukon,0.0,1.0,0.03259,2.0,0.03259,3.0,0.03259,4.0,0.03259,0.03259,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Abbotsford_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Bagotville_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Baie Comeau_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Brandon_MB_CAN,Manitboa,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Calgary Int'l_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Comox_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Cranbrook_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Edmonton Stony Plain_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Estevan_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Fort McMurray_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Fort St John_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Fredericton_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Grand Prairie_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Greenwood_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Kamloops_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Kingston_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Lethbridge_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  London_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Medicine Hat_AB_CAN,Alberta,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Miramichi_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Montreal Int'l_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Montreal Jean Brebeuf_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Montreal Mirabel_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Mount Forest_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Muskoka_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  North Battleford_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  North Bay_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Ottawa Int'l_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Port Hardy_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Prince George_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Prince Rupert_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Quebec City_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Regina_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Riviere Du Loup_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Roberval_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Saint John_NB_CAN,New Brunswick,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Sandspit_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Saskatoon_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Sault Ste Marie_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Shearwater_NS_CAN,Nova Scotia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Sherbrooke_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Simcoe_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Smithers_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  St Hubert_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Ste Agathe Des Monts_PQ_CAN,Quebec,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Summerland_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Swift Current_SK_CAN,Saskatchewan,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Thunder Bay_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Timmins_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Toronto Int'l_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Trenton_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Vancouver Int'l_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Victoria Int'l_BC_CAN,British Columbia,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Windsor_ON_CAN,Ontario,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
None,  Winnipeg Int'l_MB_CAN,Manitboa,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0
